작성자,내용,추천수
user-nq9ez7pj8i,머저리같은 멀마들 군간부들 반드시 조사를 받고 앞으로는 이런일이 없어야 될 것 입니다!!!,232
user-pw4dr1pe7d,21살..나보다 어리잖아..ㅠㅠ 명복을 빕니다,1
saeonthefox153,군에 대한 민주적 통제와 감시가 절실하다.,25
user-xk8rp8ur6v,얼마나 끔찍하게 괴롭혀 댔으면 21살 창창한 나이에 목숨을 끊냐,2
user-vp9wb4cj3j,어떻게 똑같은 비극이 일년도 안돼서 다시 벌어질까요 이게 사람사는 나라가 맞나 싶다,28
TheJesh5676,부대 해단하고 타 부대에 각각 전속시켜라. 단장과 문제되는 간부는 적합한 징벌 내린뒤 전역시켜버리고,155
g.2004,가해자 쏘고 가지... 너무 마음아프다,1
co2594,관련 남군들 싹 다 조사해서 제대로 처벌해라.,8
user-es9zh2fn1l,남자도 버티기 힘든곳을 고인에 명복을 빕니다,0
yroze,"안타깝다 정말,, 죽어야 할 인간들은 따로 있는데",34
goldenrectanglespin,가장 무서운게 이런 사건이 군대에서 가장 여건이 좋은 공군에서 일어났다는거임,108
Alien_Haselnuss,이건 하사라는 계급의 문제랑도 연관이 깊다고 봄. 병사는 18개월만 참자 라는 마인드와 외부에서 관심을 가지고 감시를 하고 초급 장교는 그나마 같은 장교가 관심을 가져주거나 혹은 계급상으론 부사관보다 위이기 때문에 부사관이 행하는 부조리가 없다싶이 한데 하사는 관심을 안가져주고 일은 많고 위에서 부조리 당하는게 많다보니 자살하는것 같음. 계급중에 하사의 자살율이 제일 높은데 반면 위에선 이걸 해결할 의지가 보이지 않음. 비슷한 사건들 걔속터질듯.,133
user-rr5vr8jw3s,너무 안타깝다. 사람들은 그냥 그만두고 다른 일을 찾아보면 된다고 자신의 일이 아니라 쉽게 말하지만 정작 자신의 입장에서 바라보면 쉽지 않을 것이다. 고인물은 썩기 마련이다. 물을 갈아줄 때가 지났다.,5
Daniel-th2vu,같은 부대서 또 이런 사건 일어난거 보면 ㄹㅇ 레전드 부대네... 간부들 전부 중징계하고 한 명도 빠짐없이 물갈이해야 한다...,143
gonggurising,"20전비 관련된 간부들 그냥 강제전역시켜라 저런사람들은 없어져봤자 쓸모없고, 바로 부대해제시키고 전부다 재배치시켜라. 그리고 저런문제를 해결하면 령관급들 처벌을할게아니라 상을줘라 그러면 덮어씌우려고하는일도없을거다",2
