작성자,내용,추천수
chlee5748,"판사들은 자기 식구가 당하지 않는 이상, 타인의 아픔은 별로 공감을 못하나봐!",1
jayko74,솔직히 범인이 재판장이나 구치소에서 출소하고 나서 판사 본인이나 그외 가족에게 보복하겠다고 했으면 이것과 똑같은 형량이 나왔을까 싶다,2
shoosn9528,말도 안되는 판결 내린 판사들 몇 명 초대해서(끌고와서) Q&A 진행하면 안되나 이렇게나 많은 사람들이 납득을 못하는데 이에 대한 이유나 설명이 없으니 도대체 사법부을 믿으란건지 말란건지 모르겠다 판례고 나발이고 문제가 있으면 바꿔야 되는거 아냐? 우리 민주사회잖아,1
user-iz7gn4wd3d,판사들은 왜 가해자에게만 마음이 넓어질까,2
user-bn2ht9te5k,대한민국의 판사님들 항상 응원합니다. 꼭 출소한 범죄자들에게 고통스럽게 잔인하게 토막 살인 당해서 아무도 안 찾아 결국 뼈만 남는 시체로 발견되길 평생 기도하겠습니다^^ 판사님들에게 딸이 있다면 폭행 및 성폭행으로 온갖 고문을 당하며 능지처참을 당하길 바라고^^ 아들이 있다면 불구로 만들어 성폭행을 못하길 기도합니다^^ 항상 뒤 조심하세요^^ 언제 어디서 돌려차기 맞고 토막 살인 당할지 모르니까요^^,1
user-wi3vi9ro1b,대한민국의 모든 범죄를 키운건 검찰과판사 더 나아가 사법부가 키운 거다 지들 자식이 저런범죄자들한테 당했다면 과연 이렇게 솜방망이로 판결할까? 사법부 자녀들이 저런범죄자들에게 꼭 당하길 바란다 그러고도 이런 솜방망이를 판결할지 보고 싶다,0
user-or3kc3qh2l,이게 나라냐 판사 들아 니들도 꼭 당해라,0
rachelkang8827,"여성 . 아동 약자에 대한 강력 범죄는 무조건 신상 공개 반드시 하고 가중처벌 해야 합니다 . 이 작은 여성분 피해자분은 전국 약자를 대변하는 용기있는 분이십니다 . 이현우 형량 20년도 부족합니다 . 전과 18범 . 절대 뉘우치지 않고 오히려 더 악랄해 지고 피해자에게 복수 . 이건 인간이 아니라 짐승입니다 짐승만도 못한 이현우 형량 50년 . 무기징역 ,사형은 왜 안하냐고",2
user-pp7xk8gk7s,신상공개 불가라니 신상공개는 무조건해야지 피해자는 무슨 잘못인데 그리고 판사 니 가족이였어봐 20년? 진짜화가 치밀어 오르네 판결을 누가 그따위로 내나 판사야 정신머리는 어디다 두고 다니는거야,0
user-en4gh9bd4u,"법을 바꿔야하고 법을 바꾸려면 국회의원 잘 뽑아야합니다. 불합리한 형량체계를 바꾸려면 의견을 내어서 입법, 법개정에 대해 압박해야 합니다.",2
user-ol7sw7dy6f,판사는 누구를 위해 좃재하는가? 무기징역으로 바꿔라 머리를 집중공격한건 그사람이 죽기를 바라는 행동이다 가해자 신상공개해라 악마가 따로없다 ㅡㅡ,0
rira5914,이제 판사의 생각이 바뀌어야 한다 생각하네요 판사의 자질이 의심됩니다 피해자는 20년동안 무서움에 떨고 살아야 하잖아요,0
user-dy8wo8me5y,전과 18범과 같은 자유를 누리고 산다는 거 자체가 내가 이 나라에서 세금 내고 이런 판결과 법을 만드는 판사 국회의원에게 우리 가족의 삶을 맡겨도 되는가? 고민이 되네요. 한국 출생률에 국회의원 판사들도 한 몫 했다는 거 확실하네요.,0
user-lq3kf2pe7n,저 피해자분한테 최악의 경우가 일어나면 판사님도 사람을 죽인거니깐 똑같은 판결 받길 바랄게요,0
genierim3472,"전국민이 공분하는데, 판사들의 공감능력은 다른 세상 사는 사람들 같다. 너무 안타깝습니다.",0
